,person_id,portfolio_id,event_offer_completed,event_offer_received,event_offer_viewed
10542,2848,2906b810c7d4411798c6938adc9daaa5,1,1,1
10543,2848,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10544,2849,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2,0
10545,2849,3f207df678b143eea3cee63160fa8bed,0,1,0
10546,2849,fafdcd668e3743c1bb461111dcafc2a4,1,2,2
10547,2850,3f207df678b143eea3cee63160fa8bed,0,1,0
10548,2850,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10549,2850,5a8bc65990b245e5a138643cd4eb9837,0,2,2
10550,2850,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10551,2851,3f207df678b143eea3cee63160fa8bed,0,1,0
10552,2851,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10553,2851,f19421c1d4aa40978ebb69ca19b0e20d,0,3,2
10554,2851,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10555,2852,3f207df678b143eea3cee63160fa8bed,0,1,1
10556,2852,5a8bc65990b245e5a138643cd4eb9837,0,1,0
10557,2852,ae264e3637204a6fb9bb56bc8210ddfd,0,2,2
10558,2852,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10559,2853,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10560,2853,3f207df678b143eea3cee63160fa8bed,0,1,0
10561,2853,fafdcd668e3743c1bb461111dcafc2a4,3,3,3
10562,2854,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10563,2854,3f207df678b143eea3cee63160fa8bed,0,1,1
10564,2854,5a8bc65990b245e5a138643cd4eb9837,0,2,1
10565,2855,2906b810c7d4411798c6938adc9daaa5,1,1,1
10566,2855,3f207df678b143eea3cee63160fa8bed,0,1,0
10567,2855,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
10568,2855,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10569,2855,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10570,2856,2906b810c7d4411798c6938adc9daaa5,0,1,0
10571,2856,3f207df678b143eea3cee63160fa8bed,0,1,0
10572,2856,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10573,2856,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10574,2857,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10575,2857,3f207df678b143eea3cee63160fa8bed,0,1,0
10576,2857,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10577,2857,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10578,2858,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
10579,2858,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10580,2858,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10581,2858,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10582,2859,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10583,2859,4d5c57ea9a6940dd891ad53e9dbe8da0,0,2,2
10584,2859,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10585,2859,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
10586,2859,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10587,2860,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,2,1
10588,2860,2906b810c7d4411798c6938adc9daaa5,1,1,0
10589,2860,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10590,2861,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10591,2861,2906b810c7d4411798c6938adc9daaa5,0,1,0
10592,2861,3f207df678b143eea3cee63160fa8bed,0,1,0
10593,2861,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10594,2861,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10595,2862,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
10596,2862,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10597,2862,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10598,2862,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10599,2862,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10600,2863,3f207df678b143eea3cee63160fa8bed,0,1,0
10601,2863,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10602,2864,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10603,2864,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10604,2865,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10605,2865,4d5c57ea9a6940dd891ad53e9dbe8da0,0,2,2
10606,2865,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
10607,2865,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10608,2866,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
10609,2866,5a8bc65990b245e5a138643cd4eb9837,0,2,1
10610,2866,f19421c1d4aa40978ebb69ca19b0e20d,2,2,2
10611,2867,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10612,2867,3f207df678b143eea3cee63160fa8bed,0,1,0
10613,2867,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,2,1
10614,2868,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,2,2
10615,2869,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10616,2869,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10617,2869,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10618,2870,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10619,2870,2906b810c7d4411798c6938adc9daaa5,1,1,1
10620,2870,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
10621,2870,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10622,2871,3f207df678b143eea3cee63160fa8bed,0,2,1
10623,2871,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10624,2871,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10625,2872,2906b810c7d4411798c6938adc9daaa5,0,1,0
10626,2872,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10627,2872,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
10628,2872,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10629,2872,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10630,2873,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,1
10631,2873,2906b810c7d4411798c6938adc9daaa5,0,1,1
10632,2873,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10633,2874,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
10634,2874,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10635,2875,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10636,2875,3f207df678b143eea3cee63160fa8bed,0,1,1
10637,2875,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
10638,2875,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10639,2876,2906b810c7d4411798c6938adc9daaa5,2,2,0
10640,2876,4d5c57ea9a6940dd891ad53e9dbe8da0,2,2,2
10641,2877,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10642,2877,3f207df678b143eea3cee63160fa8bed,0,1,0
10643,2877,5a8bc65990b245e5a138643cd4eb9837,0,1,0
10644,2877,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,2,1
10645,2877,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10646,2878,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10647,2878,3f207df678b143eea3cee63160fa8bed,0,1,0
10648,2878,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
10649,2878,fafdcd668e3743c1bb461111dcafc2a4,1,2,2
10650,2879,3f207df678b143eea3cee63160fa8bed,0,1,1
10651,2879,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10652,2879,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,2,2
10653,2879,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
10654,2879,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
10655,2880,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10656,2880,2906b810c7d4411798c6938adc9daaa5,1,1,0
10657,2880,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
10658,2880,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10659,2881,2298d6c36e964ae4a3e7e9706d1fb8c2,1,2,2
10660,2881,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
10661,2881,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
10662,2881,f19421c1d4aa40978ebb69ca19b0e20d,0,1,0
10663,2881,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10664,2882,2906b810c7d4411798c6938adc9daaa5,0,2,1
10665,2882,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10666,2882,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10667,2883,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
10668,2883,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,0
10669,2883,2906b810c7d4411798c6938adc9daaa5,0,1,0
10670,2883,3f207df678b143eea3cee63160fa8bed,0,1,0
10671,2883,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10672,2883,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10673,2884,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10674,2884,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10675,2884,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10676,2885,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10677,2885,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10678,2885,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
10679,2885,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10680,2885,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
10681,2886,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10682,2886,3f207df678b143eea3cee63160fa8bed,0,1,0
10683,2886,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10684,2886,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
10685,2887,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10686,2887,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
10687,2887,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
10688,2887,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
10689,2887,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10690,2888,3f207df678b143eea3cee63160fa8bed,0,1,0
10691,2888,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10692,2888,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
10693,2889,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
10694,2889,3f207df678b143eea3cee63160fa8bed,0,1,1
10695,2889,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
10696,2890,3f207df678b143eea3cee63160fa8bed,0,2,0
10697,2890,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10698,2890,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10699,2890,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10700,2891,2906b810c7d4411798c6938adc9daaa5,0,1,0
10701,2891,3f207df678b143eea3cee63160fa8bed,0,1,0
10702,2891,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10703,2891,f19421c1d4aa40978ebb69ca19b0e20d,0,1,0
10704,2892,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
10705,2892,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10706,2892,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10707,2892,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10708,2892,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10709,2893,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10710,2893,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10711,2893,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10712,2893,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10713,2893,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10714,2894,3f207df678b143eea3cee63160fa8bed,0,2,2
10715,2894,5a8bc65990b245e5a138643cd4eb9837,0,1,0
10716,2894,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10717,2894,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10718,2895,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10719,2895,5a8bc65990b245e5a138643cd4eb9837,0,2,2
10720,2896,2906b810c7d4411798c6938adc9daaa5,1,1,1
10721,2896,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
10722,2896,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10723,2897,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,1
10724,2897,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10725,2897,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10726,2897,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10727,2897,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10728,2898,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10729,2898,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
10730,2898,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
10731,2898,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10732,2899,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10733,2899,2906b810c7d4411798c6938adc9daaa5,1,1,0
10734,2899,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,2,2
10735,2899,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10736,2899,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10737,2900,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10738,2900,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
10739,2900,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10740,2900,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10741,2900,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10742,2901,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10743,2901,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10744,2901,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10745,2901,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10746,2901,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10747,2902,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10748,2902,4d5c57ea9a6940dd891ad53e9dbe8da0,2,2,2
10749,2902,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10750,2902,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10751,2903,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
10752,2903,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10753,2903,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10754,2903,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10755,2904,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10756,2904,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10757,2904,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
10758,2904,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10759,2905,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10760,2905,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10761,2905,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10762,2905,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10763,2906,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10764,2906,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10765,2906,ae264e3637204a6fb9bb56bc8210ddfd,0,1,0
10766,2907,2906b810c7d4411798c6938adc9daaa5,0,1,0
10767,2907,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,2,0
10768,2907,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10769,2908,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10770,2908,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10771,2908,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10772,2908,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10773,2909,3f207df678b143eea3cee63160fa8bed,0,1,0
10774,2909,4d5c57ea9a6940dd891ad53e9dbe8da0,2,2,2
10775,2909,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10776,2910,3f207df678b143eea3cee63160fa8bed,0,1,0
10777,2910,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10778,2910,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10779,2910,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10780,2911,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10781,2911,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,3,3
10782,2912,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10783,2912,2298d6c36e964ae4a3e7e9706d1fb8c2,1,2,2
10784,2912,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10785,2913,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
10786,2913,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10787,2913,f19421c1d4aa40978ebb69ca19b0e20d,1,2,2
10788,2914,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10789,2914,3f207df678b143eea3cee63160fa8bed,0,1,1
10790,2914,4d5c57ea9a6940dd891ad53e9dbe8da0,0,2,2
10791,2914,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
10792,2914,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10793,2915,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10794,2915,3f207df678b143eea3cee63160fa8bed,0,2,2
10795,2915,5a8bc65990b245e5a138643cd4eb9837,0,1,0
10796,2915,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10797,2916,3f207df678b143eea3cee63160fa8bed,0,2,1
10798,2916,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,0
10799,2916,f19421c1d4aa40978ebb69ca19b0e20d,0,2,2
10800,2917,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10801,2917,4d5c57ea9a6940dd891ad53e9dbe8da0,2,2,2
10802,2917,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
10803,2918,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10804,2918,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10805,2919,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
10806,2919,2906b810c7d4411798c6938adc9daaa5,0,1,0
10807,2919,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10808,2919,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
10809,2919,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
10810,2920,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,2,0
10811,2920,3f207df678b143eea3cee63160fa8bed,0,1,1
10812,2920,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10813,2920,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
10814,2921,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10815,2921,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10816,2921,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
10817,2921,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
10818,2922,3f207df678b143eea3cee63160fa8bed,0,2,2
10819,2922,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10820,2922,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10821,2923,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10822,2923,3f207df678b143eea3cee63160fa8bed,0,1,1
10823,2923,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10824,2923,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10825,2924,2906b810c7d4411798c6938adc9daaa5,0,1,0
10826,2924,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10827,2924,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10828,2925,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,1
10829,2925,2906b810c7d4411798c6938adc9daaa5,0,1,1
10830,2925,3f207df678b143eea3cee63160fa8bed,0,1,1
10831,2925,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10832,2925,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10833,2926,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,1
10834,2926,2906b810c7d4411798c6938adc9daaa5,1,2,2
10835,2926,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10836,2926,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10837,2927,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
10838,2927,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
10839,2927,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10840,2927,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10841,2927,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10842,2928,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2,1
10843,2928,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10844,2928,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10845,2928,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10846,2929,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10847,2929,3f207df678b143eea3cee63160fa8bed,0,1,0
10848,2929,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,0
10849,2929,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10850,2929,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10851,2930,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
10852,2930,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
10853,2930,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
10854,2930,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10855,2931,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2,0
10856,2931,2298d6c36e964ae4a3e7e9706d1fb8c2,0,2,2
10857,2931,2906b810c7d4411798c6938adc9daaa5,0,1,0
10858,2932,3f207df678b143eea3cee63160fa8bed,0,1,1
10859,2932,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
10860,2932,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,2,1
10861,2932,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10862,2933,2906b810c7d4411798c6938adc9daaa5,0,1,1
10863,2933,4d5c57ea9a6940dd891ad53e9dbe8da0,0,2,2
10864,2933,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10865,2933,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
10866,2934,2906b810c7d4411798c6938adc9daaa5,0,1,0
10867,2934,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10868,2934,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10869,2935,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10870,2935,2906b810c7d4411798c6938adc9daaa5,0,1,0
10871,2935,5a8bc65990b245e5a138643cd4eb9837,0,2,2
10872,2935,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10873,2936,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
10874,2936,ae264e3637204a6fb9bb56bc8210ddfd,1,2,1
10875,2937,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
10876,2937,3f207df678b143eea3cee63160fa8bed,0,1,0
10877,2937,5a8bc65990b245e5a138643cd4eb9837,0,1,0
10878,2937,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10879,2938,5a8bc65990b245e5a138643cd4eb9837,0,2,2
10880,2938,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10881,2938,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10882,2938,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10883,2939,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10884,2939,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10885,2939,f19421c1d4aa40978ebb69ca19b0e20d,0,1,1
10886,2940,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2,2
10887,2940,2906b810c7d4411798c6938adc9daaa5,0,2,2
10888,2940,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10889,2940,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10890,2941,2906b810c7d4411798c6938adc9daaa5,0,1,0
10891,2941,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
10892,2941,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1
10893,2941,f19421c1d4aa40978ebb69ca19b0e20d,0,2,2
10894,2942,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2,0
10895,2942,2906b810c7d4411798c6938adc9daaa5,0,1,0
10896,2942,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10897,2943,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,2,2
10898,2943,2906b810c7d4411798c6938adc9daaa5,0,1,1
10899,2943,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
10900,2943,fafdcd668e3743c1bb461111dcafc2a4,0,1,1
10901,2944,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10902,2944,2906b810c7d4411798c6938adc9daaa5,1,1,1
10903,2944,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
10904,2944,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
10905,2945,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10906,2945,4d5c57ea9a6940dd891ad53e9dbe8da0,1,2,2
10907,2945,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10908,2945,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
10909,2946,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2,2
10910,2946,3f207df678b143eea3cee63160fa8bed,0,1,1
10911,2947,3f207df678b143eea3cee63160fa8bed,0,1,0
10912,2947,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10913,2948,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1
10914,2948,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10915,2948,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10916,2949,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
10917,2949,f19421c1d4aa40978ebb69ca19b0e20d,2,2,2
10918,2949,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
10919,2950,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
10920,2950,4d5c57ea9a6940dd891ad53e9dbe8da0,1,2,1
10921,2950,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10922,2951,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,1
10923,2951,5a8bc65990b245e5a138643cd4eb9837,0,1,1
10924,2951,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
10925,2952,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1,0
10926,2952,3f207df678b143eea3cee63160fa8bed,0,1,0
10927,2952,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1,1
10928,2952,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1
